date,COMEX Inventory: Copper (short ton)
2017-10-08T16:00:00.000Z,200485
2017-10-09T16:00:00.000Z,200684
2017-10-10T16:00:00.000Z,201000
2017-10-11T16:00:00.000Z,201404
2017-10-12T16:00:00.000Z,202125
2017-10-15T16:00:00.000Z,202583
2017-10-16T16:00:00.000Z,202427
2017-10-17T16:00:00.000Z,203174
2017-10-18T16:00:00.000Z,204137
2017-10-19T16:00:00.000Z,204568
2017-10-22T16:00:00.000Z,204606
2017-10-23T16:00:00.000Z,206050
2017-10-24T16:00:00.000Z,205948
2017-10-25T16:00:00.000Z,206080
2017-10-26T16:00:00.000Z,206267
2017-10-29T16:00:00.000Z,206123
2017-10-30T16:00:00.000Z,206099
2017-10-31T16:00:00.000Z,205971
2017-11-01T16:00:00.000Z,205810
2017-11-02T16:00:00.000Z,205627
2017-11-05T16:00:00.000Z,205160
2017-11-06T16:00:00.000Z,205346
2017-11-07T16:00:00.000Z,205138
2017-11-08T16:00:00.000Z,205606
2017-11-09T16:00:00.000Z,207241
2017-11-12T16:00:00.000Z,207668
2017-11-13T16:00:00.000Z,207978
2017-11-14T16:00:00.000Z,207976
2017-11-15T16:00:00.000Z,208430
2017-11-16T16:00:00.000Z,208780
2017-11-19T16:00:00.000Z,209224
2017-11-20T16:00:00.000Z,209624
2017-11-21T16:00:00.000Z,209339
2017-11-23T16:00:00.000Z,208831
2017-11-26T16:00:00.000Z,209427
2017-11-27T16:00:00.000Z,209425
2017-11-28T16:00:00.000Z,209231
2017-11-29T16:00:00.000Z,209143
2017-11-30T16:00:00.000Z,208760
2017-12-03T16:00:00.000Z,208760
2017-12-04T16:00:00.000Z,209214
2017-12-05T16:00:00.000Z,208857
2017-12-06T16:00:00.000Z,208699
2017-12-07T16:00:00.000Z,208662
2017-12-10T16:00:00.000Z,208986
2017-12-11T16:00:00.000Z,208752
2017-12-12T16:00:00.000Z,208363
2017-12-13T16:00:00.000Z,208611
2017-12-14T16:00:00.000Z,209230
2017-12-17T16:00:00.000Z,209281
2017-12-18T16:00:00.000Z,210100
2017-12-19T16:00:00.000Z,209975
2017-12-20T16:00:00.000Z,210486
2017-12-21T16:00:00.000Z,210897
2017-12-25T16:00:00.000Z,211348
2017-12-26T16:00:00.000Z,211348
2017-12-27T16:00:00.000Z,211372
2017-12-28T16:00:00.000Z,211172
2018-01-01T16:00:00.000Z,210972
2018-01-02T16:00:00.000Z,210972
2018-01-03T16:00:00.000Z,211237
2018-01-04T16:00:00.000Z,210810
2018-01-07T16:00:00.000Z,211568
2018-01-08T16:00:00.000Z,211608
2018-01-09T16:00:00.000Z,211747
2018-01-10T16:00:00.000Z,212281
2018-01-11T16:00:00.000Z,212925
2018-01-15T16:00:00.000Z,213039
2018-01-16T16:00:00.000Z,213094
2018-01-17T16:00:00.000Z,213072
2018-01-18T16:00:00.000Z,213427
2018-01-21T16:00:00.000Z,220119
2018-01-22T16:00:00.000Z,219992
2018-01-23T16:00:00.000Z,219759
2018-01-24T16:00:00.000Z,219766
2018-01-25T16:00:00.000Z,219446
2018-01-28T16:00:00.000Z,219860
2018-01-29T16:00:00.000Z,220449
2018-01-30T16:00:00.000Z,221036
2018-01-31T16:00:00.000Z,222305
2018-02-01T16:00:00.000Z,222972
2018-02-04T16:00:00.000Z,223108
2018-02-05T16:00:00.000Z,223397
2018-02-06T16:00:00.000Z,223510
2018-02-07T16:00:00.000Z,223623
2018-02-08T16:00:00.000Z,223623
2018-02-11T16:00:00.000Z,224019
2018-02-12T16:00:00.000Z,225021
2018-02-13T16:00:00.000Z,225068
2018-02-14T16:00:00.000Z,225840
2018-02-15T16:00:00.000Z,226308
2018-02-19T16:00:00.000Z,227671
2018-02-20T16:00:00.000Z,228428
2018-02-21T16:00:00.000Z,228911
2018-02-22T16:00:00.000Z,229145
2018-02-25T16:00:00.000Z,229424
2018-02-26T16:00:00.000Z,230096
2018-02-27T16:00:00.000Z,230376
2018-02-28T16:00:00.000Z,230731
2018-03-01T16:00:00.000Z,231060
2018-03-04T16:00:00.000Z,231956
2018-03-05T16:00:00.000Z,232444
2018-03-06T16:00:00.000Z,232578
2018-03-07T16:00:00.000Z,232568
2018-03-08T16:00:00.000Z,232665
2018-03-11T16:00:00.000Z,233372
2018-03-12T16:00:00.000Z,233419
2018-03-13T16:00:00.000Z,233234
2018-03-14T16:00:00.000Z,233462
2018-03-15T16:00:00.000Z,233675
2018-03-18T16:00:00.000Z,233330
2018-03-19T16:00:00.000Z,232957
2018-03-20T16:00:00.000Z,232740
2018-03-21T16:00:00.000Z,232138
2018-03-22T16:00:00.000Z,231638
2018-03-25T16:00:00.000Z,232547
2018-03-26T16:00:00.000Z,233592
2018-03-27T16:00:00.000Z,234276
2018-03-28T16:00:00.000Z,233927
2018-04-01T16:00:00.000Z,232817
2018-04-02T16:00:00.000Z,232431
2018-04-03T16:00:00.000Z,232274
2018-04-04T16:00:00.000Z,232038
2018-04-05T16:00:00.000Z,238424
2018-04-08T16:00:00.000Z,239309
2018-04-09T16:00:00.000Z,239323
2018-04-10T16:00:00.000Z,239306
2018-04-11T16:00:00.000Z,238982
2018-04-12T16:00:00.000Z,238733
2018-04-15T16:00:00.000Z,238662
2018-04-16T16:00:00.000Z,238375
2018-04-17T16:00:00.000Z,238275
2018-04-18T16:00:00.000Z,238217
2018-04-19T16:00:00.000Z,247957
2018-04-22T16:00:00.000Z,247999
2018-04-23T16:00:00.000Z,248161
2018-04-24T16:00:00.000Z,248112
2018-04-25T16:00:00.000Z,248501
2018-04-26T16:00:00.000Z,248214
2018-04-29T16:00:00.000Z,248744
2018-04-30T16:00:00.000Z,247754
2018-05-01T16:00:00.000Z,247630
2018-05-02T16:00:00.000Z,251511
2018-05-03T16:00:00.000Z,252016
2018-05-06T16:00:00.000Z,252692
2018-05-07T16:00:00.000Z,252986
2018-05-08T16:00:00.000Z,252411
2018-05-09T16:00:00.000Z,251643
2018-05-10T16:00:00.000Z,250577
2018-05-13T16:00:00.000Z,250262
2018-05-14T16:00:00.000Z,248986
2018-05-15T16:00:00.000Z,248666
2018-05-16T16:00:00.000Z,248259
2018-05-17T16:00:00.000Z,248647
2018-05-20T16:00:00.000Z,248975
2018-05-21T16:00:00.000Z,248013
2018-05-22T16:00:00.000Z,246664
2018-05-23T16:00:00.000Z,245440
2018-05-24T16:00:00.000Z,243923
2018-05-28T16:00:00.000Z,242943
2018-05-29T16:00:00.000Z,232206
2018-05-30T16:00:00.000Z,231364
2018-05-31T16:00:00.000Z,231648
2018-06-03T16:00:00.000Z,231855
2018-06-04T16:00:00.000Z,231058
2018-06-05T16:00:00.000Z,230777
2018-06-06T16:00:00.000Z,230657
2018-06-07T16:00:00.000Z,231012
2018-06-10T16:00:00.000Z,231726
2018-06-11T16:00:00.000Z,231477
2018-06-12T16:00:00.000Z,230675
2018-06-13T16:00:00.000Z,229983
2018-06-14T16:00:00.000Z,228780
2018-06-17T16:00:00.000Z,228430
2018-06-18T16:00:00.000Z,227612
2018-06-19T16:00:00.000Z,227129
2018-06-20T16:00:00.000Z,226637
2018-06-21T16:00:00.000Z,225572
2018-06-24T16:00:00.000Z,225031
2018-06-25T16:00:00.000Z,224473
2018-06-26T16:00:00.000Z,224598
2018-06-27T16:00:00.000Z,223983
2018-06-28T16:00:00.000Z,223981
2018-07-01T16:00:00.000Z,223658
2018-07-02T16:00:00.000Z,223352
2018-07-04T16:00:00.000Z,222801
2018-07-05T16:00:00.000Z,222656
2018-07-08T16:00:00.000Z,222833
2018-07-09T16:00:00.000Z,222287
2018-07-10T16:00:00.000Z,222467
2018-07-11T16:00:00.000Z,220984
2018-07-12T16:00:00.000Z,219800
2018-07-15T16:00:00.000Z,218849
2018-07-16T16:00:00.000Z,218205
2018-07-17T16:00:00.000Z,217403
2018-07-18T16:00:00.000Z,216375
2018-07-19T16:00:00.000Z,215984
2018-07-22T16:00:00.000Z,214654
2018-07-23T16:00:00.000Z,213358
2018-07-24T16:00:00.000Z,212103
2018-07-25T16:00:00.000Z,210608
2018-07-26T16:00:00.000Z,209010
2018-07-29T16:00:00.000Z,207467
2018-07-30T16:00:00.000Z,206006
2018-07-31T16:00:00.000Z,204674
2018-08-01T16:00:00.000Z,204126
2018-08-02T16:00:00.000Z,203609
2018-08-05T16:00:00.000Z,202786
2018-08-06T16:00:00.000Z,201803
2018-08-07T16:00:00.000Z,200720
2018-08-08T16:00:00.000Z,200039
2018-08-09T16:00:00.000Z,198556
2018-08-12T16:00:00.000Z,198576
2018-08-13T16:00:00.000Z,198017
2018-08-14T16:00:00.000Z,197476
2018-08-15T16:00:00.000Z,196582
2018-08-16T16:00:00.000Z,196352
2018-08-19T16:00:00.000Z,196102
2018-08-20T16:00:00.000Z,195544
2018-08-21T16:00:00.000Z,195145
2018-08-22T16:00:00.000Z,194748
2018-08-23T16:00:00.000Z,194024
2018-08-26T16:00:00.000Z,193629
2018-08-27T16:00:00.000Z,193016
2018-08-28T16:00:00.000Z,192340
2018-08-29T16:00:00.000Z,191643
2018-08-30T16:00:00.000Z,190561
2018-09-03T16:00:00.000Z,189866
2018-09-04T16:00:00.000Z,189050
2018-09-05T16:00:00.000Z,188878
2018-09-06T16:00:00.000Z,187513
2018-09-09T16:00:00.000Z,186802
2018-09-10T16:00:00.000Z,185361
2018-09-11T16:00:00.000Z,184388
2018-09-12T16:00:00.000Z,183311
2018-09-13T16:00:00.000Z,182359
2018-09-16T16:00:00.000Z,181272
2018-09-17T16:00:00.000Z,180081
2018-09-18T16:00:00.000Z,178782
2018-09-19T16:00:00.000Z,177379
2018-09-20T16:00:00.000Z,177394
2018-09-23T16:00:00.000Z,176728
2018-09-24T16:00:00.000Z,175850
2018-09-25T16:00:00.000Z,175147
2018-09-26T16:00:00.000Z,174442
2018-09-27T16:00:00.000Z,173720
2018-09-30T16:00:00.000Z,172440
2018-10-01T16:00:00.000Z,172061
2018-10-02T16:00:00.000Z,171154
2018-10-03T16:00:00.000Z,170177
2018-10-04T16:00:00.000Z,170155
2018-10-07T16:00:00.000Z,169425
2018-10-08T16:00:00.000Z,168754
2018-10-09T16:00:00.000Z,167711
2018-10-10T16:00:00.000Z,166923
2018-10-11T16:00:00.000Z,166200
2018-10-14T16:00:00.000Z,164935
2018-10-15T16:00:00.000Z,165448
2018-10-16T16:00:00.000Z,164710
2018-10-17T16:00:00.000Z,163866
2018-10-18T16:00:00.000Z,163725
2018-10-21T16:00:00.000Z,162722
2018-10-22T16:00:00.000Z,162190
2018-10-23T16:00:00.000Z,161664
2018-10-24T16:00:00.000Z,160483
2018-10-25T16:00:00.000Z,159088
2018-10-28T16:00:00.000Z,158316
2018-10-29T16:00:00.000Z,158009
2018-10-30T16:00:00.000Z,157434
2018-10-31T16:00:00.000Z,156590
2018-11-01T16:00:00.000Z,155534
2018-11-04T16:00:00.000Z,154881
2018-11-05T16:00:00.000Z,154541
2018-11-06T16:00:00.000Z,154339
2018-11-07T16:00:00.000Z,153671
2018-11-08T16:00:00.000Z,152620
2018-11-11T16:00:00.000Z,150765
2018-11-12T16:00:00.000Z,150193
2018-11-13T16:00:00.000Z,149010
2018-11-14T16:00:00.000Z,147742
2018-11-15T16:00:00.000Z,146176
2018-11-18T16:00:00.000Z,144424
2018-11-19T16:00:00.000Z,143061
2018-11-20T16:00:00.000Z,142227
2018-11-22T16:00:00.000Z,141521
2018-11-25T16:00:00.000Z,141133
2018-11-26T16:00:00.000Z,139943
2018-11-27T16:00:00.000Z,139046
2018-11-28T16:00:00.000Z,138404
2018-11-29T16:00:00.000Z,137226
2018-12-02T16:00:00.000Z,135536
2018-12-03T16:00:00.000Z,134467
2018-12-04T16:00:00.000Z,132842
2018-12-05T16:00:00.000Z,130864
2018-12-06T16:00:00.000Z,129104
2018-12-09T16:00:00.000Z,127354
2018-12-10T16:00:00.000Z,123640
2018-12-11T16:00:00.000Z,122147
2018-12-12T16:00:00.000Z,120803
2018-12-13T16:00:00.000Z,120020
2018-12-16T16:00:00.000Z,119248
2018-12-17T16:00:00.000Z,117651
2018-12-18T16:00:00.000Z,115984
2018-12-19T16:00:00.000Z,114594
2018-12-20T16:00:00.000Z,112369
2018-12-23T16:00:00.000Z,111441
2018-12-25T16:00:00.000Z,111128
2018-12-26T16:00:00.000Z,110705
2018-12-27T16:00:00.000Z,110480
2018-12-30T16:00:00.000Z,110086
2019-01-01T16:00:00.000Z,109829
2019-01-02T16:00:00.000Z,109145
2019-01-03T16:00:00.000Z,108510
2019-01-06T16:00:00.000Z,107581
2019-01-07T16:00:00.000Z,106442
2019-01-08T16:00:00.000Z,105443
2019-01-09T16:00:00.000Z,104493
2019-01-10T16:00:00.000Z,103099
2019-01-13T16:00:00.000Z,102246
2019-01-14T16:00:00.000Z,100288
2019-01-15T16:00:00.000Z,98789
2019-01-16T16:00:00.000Z,98252
2019-01-17T16:00:00.000Z,96212
2019-01-21T16:00:00.000Z,95300
2019-01-22T16:00:00.000Z,94309
2019-01-23T16:00:00.000Z,92421
2019-01-24T16:00:00.000Z,90533
2019-01-27T16:00:00.000Z,88896
2019-01-28T16:00:00.000Z,87498
2019-01-29T16:00:00.000Z,86906
2019-01-30T16:00:00.000Z,85970
2019-01-31T16:00:00.000Z,83832
2019-02-03T16:00:00.000Z,81848
2019-02-04T16:00:00.000Z,80645
2019-02-05T16:00:00.000Z,78958
2019-02-06T16:00:00.000Z,78571
2019-02-07T16:00:00.000Z,77301
2019-02-10T16:00:00.000Z,75339
2019-02-11T16:00:00.000Z,74591
2019-02-12T16:00:00.000Z,73670
2019-02-13T16:00:00.000Z,72417
2019-02-14T16:00:00.000Z,70245
2019-02-18T16:00:00.000Z,68793
2019-02-19T16:00:00.000Z,66050
2019-02-20T16:00:00.000Z,65119
2019-02-21T16:00:00.000Z,63224
2019-02-24T16:00:00.000Z,61834
2019-02-25T16:00:00.000Z,60238
2019-02-26T16:00:00.000Z,58651
2019-02-27T16:00:00.000Z,57629
2019-02-28T16:00:00.000Z,56473
2019-03-03T16:00:00.000Z,55841
2019-03-04T16:00:00.000Z,55337
2019-03-05T16:00:00.000Z,55180
2019-03-06T16:00:00.000Z,54178
2019-03-07T16:00:00.000Z,53337
2019-03-10T16:00:00.000Z,52881
2019-03-11T16:00:00.000Z,51631
2019-03-12T16:00:00.000Z,51308
2019-03-14T16:00:00.000Z,49580
2019-03-17T16:00:00.000Z,48522
2019-03-18T16:00:00.000Z,48303
2019-03-19T16:00:00.000Z,48169
2019-03-20T16:00:00.000Z,47614
2019-03-21T16:00:00.000Z,46913
2019-03-24T16:00:00.000Z,46319
2019-03-25T16:00:00.000Z,45833
2019-03-26T16:00:00.000Z,45160
2019-03-27T16:00:00.000Z,44427
2019-03-28T16:00:00.000Z,43562
2019-03-31T16:00:00.000Z,42692
2019-04-01T16:00:00.000Z,42373
2019-04-02T16:00:00.000Z,42204
2019-04-03T16:00:00.000Z,41425
2019-04-04T16:00:00.000Z,40921
2019-04-07T16:00:00.000Z,40498
2019-04-08T16:00:00.000Z,40352
2019-04-09T16:00:00.000Z,40189
2019-04-10T16:00:00.000Z,39402
2019-04-11T16:00:00.000Z,39097
2019-04-14T16:00:00.000Z,38597
2019-04-15T16:00:00.000Z,38597
2019-04-16T16:00:00.000Z,38597
2019-04-17T16:00:00.000Z,37497
2019-04-21T16:00:00.000Z,36475
2019-04-22T16:00:00.000Z,35976
2019-04-23T16:00:00.000Z,35933
2019-04-24T16:00:00.000Z,34931
2019-04-25T16:00:00.000Z,34731
2019-04-28T16:00:00.000Z,34731
2019-04-29T16:00:00.000Z,34300
2019-04-30T16:00:00.000Z,34300
2019-05-01T16:00:00.000Z,33466
2019-05-02T16:00:00.000Z,33267
2019-05-05T16:00:00.000Z,33267
2019-05-06T16:00:00.000Z,32984
2019-05-07T16:00:00.000Z,32984
2019-05-08T16:00:00.000Z,32586
2019-05-09T16:00:00.000Z,32586
2019-05-12T16:00:00.000Z,32310
2019-05-13T16:00:00.000Z,32310
2019-05-14T16:00:00.000Z,32298
2019-05-15T16:00:00.000Z,32216
2019-05-16T16:00:00.000Z,32174
2019-05-19T16:00:00.000Z,31960
2019-05-20T16:00:00.000Z,31893
2019-05-21T16:00:00.000Z,31923
2019-05-22T16:00:00.000Z,31803
2019-05-23T16:00:00.000Z,31825
2019-05-27T16:00:00.000Z,31848
2019-05-28T16:00:00.000Z,31748
2019-05-29T16:00:00.000Z,31648
2019-05-30T16:00:00.000Z,31636
2019-06-02T16:00:00.000Z,31637
2019-06-03T16:00:00.000Z,31637
2019-06-04T16:00:00.000Z,31637
2019-06-05T16:00:00.000Z,30827
2019-06-06T16:00:00.000Z,30665
2019-06-09T16:00:00.000Z,30665
2019-06-10T16:00:00.000Z,30480
2019-06-11T16:00:00.000Z,30480
2019-06-12T16:00:00.000Z,30204
2019-06-13T16:00:00.000Z,30204
2019-06-16T16:00:00.000Z,30204
2019-06-17T16:00:00.000Z,30113
2019-06-19T16:00:00.000Z,30600
2019-06-20T16:00:00.000Z,30776
2019-06-23T16:00:00.000Z,31264
2019-06-24T16:00:00.000Z,31530
2019-06-25T16:00:00.000Z,32370
2019-06-26T16:00:00.000Z,32770
2019-06-27T16:00:00.000Z,33415
2019-06-30T16:00:00.000Z,33886
2019-07-01T16:00:00.000Z,34192
2019-07-02T16:00:00.000Z,34193
2019-07-04T16:00:00.000Z,34520
2019-07-07T16:00:00.000Z,34820
2019-07-08T16:00:00.000Z,35109
2019-07-09T16:00:00.000Z,35397
2019-07-10T16:00:00.000Z,35898
2019-07-11T16:00:00.000Z,36158
2019-07-14T16:00:00.000Z,36664
2019-07-15T16:00:00.000Z,37054
2019-07-16T16:00:00.000Z,37229
2019-07-17T16:00:00.000Z,37391
2019-07-18T16:00:00.000Z,37674
2019-07-21T16:00:00.000Z,38358
2019-07-22T16:00:00.000Z,38380
2019-07-23T16:00:00.000Z,38406
2019-07-24T16:00:00.000Z,38719
2019-07-25T16:00:00.000Z,38719
2019-07-28T16:00:00.000Z,39079
2019-07-29T16:00:00.000Z,39253
2019-07-30T16:00:00.000Z,39602
2019-07-31T16:00:00.000Z,39647
2019-08-01T16:00:00.000Z,40110
2019-08-04T16:00:00.000Z,40247
2019-08-05T16:00:00.000Z,40414
2019-08-06T16:00:00.000Z,40815
2019-08-07T16:00:00.000Z,40837
2019-08-08T16:00:00.000Z,41173
2019-08-11T16:00:00.000Z,41197
2019-08-12T16:00:00.000Z,41508
2019-08-13T16:00:00.000Z,41530
2019-08-14T16:00:00.000Z,41552
2019-08-15T16:00:00.000Z,41574
2019-08-18T16:00:00.000Z,41574
2019-08-19T16:00:00.000Z,41574
2019-08-20T16:00:00.000Z,42077
2019-08-21T16:00:00.000Z,42031
2019-08-22T16:00:00.000Z,42076
2019-08-25T16:00:00.000Z,42276
2019-08-26T16:00:00.000Z,42804
2019-08-27T16:00:00.000Z,43232
2019-08-28T16:00:00.000Z,43519
2019-08-29T16:00:00.000Z,43829
2019-09-02T16:00:00.000Z,44113
2019-09-03T16:00:00.000Z,44113
2019-09-04T16:00:00.000Z,44113
2019-09-05T16:00:00.000Z,44254
2019-09-08T16:00:00.000Z,43950
2019-09-09T16:00:00.000Z,44214
2019-09-10T16:00:00.000Z,44472
2019-09-11T16:00:00.000Z,44851
2019-09-12T16:00:00.000Z,44451
2019-09-15T16:00:00.000Z,44051
2019-09-16T16:00:00.000Z,43901
2019-09-17T16:00:00.000Z,43901
2019-09-18T16:00:00.000Z,42437
2019-09-19T16:00:00.000Z,41238
2019-09-22T16:00:00.000Z,41238
2019-09-23T16:00:00.000Z,40738
2019-09-24T16:00:00.000Z,40738
2019-09-25T16:00:00.000Z,40675
2019-09-26T16:00:00.000Z,39997
2019-09-29T16:00:00.000Z,39719
2019-09-30T16:00:00.000Z,39644
2019-10-01T16:00:00.000Z,39688
2019-10-02T16:00:00.000Z,39191
2019-10-03T16:00:00.000Z,39013
2019-10-06T16:00:00.000Z,38848
2019-10-07T16:00:00.000Z,38635
2019-10-08T16:00:00.000Z,38811
2019-10-09T16:00:00.000Z,38883
2019-10-10T16:00:00.000Z,38209
2019-10-13T16:00:00.000Z,37430
2019-10-14T16:00:00.000Z,37408
2019-10-15T16:00:00.000Z,37355
2019-10-16T16:00:00.000Z,37265
2019-10-17T16:00:00.000Z,35888
2019-10-20T16:00:00.000Z,35100
2019-10-21T16:00:00.000Z,34855
2019-10-22T16:00:00.000Z,35100
2019-10-23T16:00:00.000Z,34887
2019-10-24T16:00:00.000Z,34713
2019-10-27T16:00:00.000Z,34983
2019-10-28T16:00:00.000Z,35318
2019-10-29T16:00:00.000Z,36025
2019-10-30T16:00:00.000Z,36285
2019-10-31T16:00:00.000Z,36549
2019-11-03T16:00:00.000Z,36547
2019-11-04T16:00:00.000Z,36679
2019-11-05T16:00:00.000Z,37060
2019-11-06T16:00:00.000Z,37529
2019-11-07T16:00:00.000Z,37902
2019-11-10T16:00:00.000Z,38397
2019-11-11T16:00:00.000Z,38812
2019-11-12T16:00:00.000Z,39204
2019-11-13T16:00:00.000Z,39518
2019-11-14T16:00:00.000Z,39843
2019-11-17T16:00:00.000Z,39904
2019-11-18T16:00:00.000Z,39989
2019-11-19T16:00:00.000Z,40075
2019-11-20T16:00:00.000Z,40097
2019-11-21T16:00:00.000Z,40097
2019-11-24T16:00:00.000Z,40097
2019-11-25T16:00:00.000Z,40097
2019-11-26T16:00:00.000Z,40097
2019-11-28T16:00:00.000Z,40097
2019-12-01T16:00:00.000Z,40097
2019-12-02T16:00:00.000Z,40097
2019-12-03T16:00:00.000Z,40097
2019-12-04T16:00:00.000Z,40119
2019-12-05T16:00:00.000Z,40186
2019-12-08T16:00:00.000Z,40089
2019-12-09T16:00:00.000Z,40089
2019-12-10T16:00:00.000Z,40111
2019-12-11T16:00:00.000Z,40111
2019-12-12T16:00:00.000Z,40111
2019-12-15T16:00:00.000Z,40111
2019-12-16T16:00:00.000Z,39999
2019-12-17T16:00:00.000Z,39999
2019-12-18T16:00:00.000Z,39977
2019-12-19T16:00:00.000Z,39958
2019-12-22T16:00:00.000Z,39958
2019-12-23T16:00:00.000Z,39958
2019-12-25T16:00:00.000Z,39958
2019-12-26T16:00:00.000Z,38354
2019-12-29T16:00:00.000Z,37951
2019-12-30T16:00:00.000Z,37550
2020-01-01T16:00:00.000Z,37550
2020-01-02T16:00:00.000Z,36975
2020-01-05T16:00:00.000Z,36397
2020-01-06T16:00:00.000Z,35997
2020-01-07T16:00:00.000Z,35601
2020-01-08T16:00:00.000Z,35601
2020-01-09T16:00:00.000Z,35237
2020-01-12T16:00:00.000Z,35237
2020-01-13T16:00:00.000Z,35237
2020-01-14T16:00:00.000Z,35194
2020-01-15T16:00:00.000Z,34969
2020-01-16T16:00:00.000Z,34703
2020-01-20T16:00:00.000Z,34395
2020-01-21T16:00:00.000Z,34858
2020-01-22T16:00:00.000Z,35512
2020-01-23T16:00:00.000Z,34838
2020-01-26T16:00:00.000Z,34136
2020-01-27T16:00:00.000Z,33627
2020-01-28T16:00:00.000Z,32822
2020-01-29T16:00:00.000Z,32420
2020-01-30T16:00:00.000Z,31415
2020-02-02T16:00:00.000Z,30474
2020-02-03T16:00:00.000Z,30373
2020-02-04T16:00:00.000Z,29956
2020-02-05T16:00:00.000Z,29852
2020-02-06T16:00:00.000Z,29551
2020-02-09T16:00:00.000Z,29453
2020-02-10T16:00:00.000Z,29439
2020-02-11T16:00:00.000Z,29439
2020-02-12T16:00:00.000Z,29338
2020-02-13T16:00:00.000Z,29338
2020-02-17T16:00:00.000Z,29338
2020-02-18T16:00:00.000Z,29456
2020-02-19T16:00:00.000Z,28957
2020-02-20T16:00:00.000Z,28957
2020-02-23T16:00:00.000Z,28957
2020-02-24T16:00:00.000Z,28957
2020-02-25T16:00:00.000Z,28957
2020-02-26T16:00:00.000Z,28943
2020-02-27T16:00:00.000Z,28943
2020-03-01T16:00:00.000Z,28617
2020-03-02T16:00:00.000Z,28744
2020-03-03T16:00:00.000Z,28342
2020-03-04T16:00:00.000Z,28080
2020-03-05T16:00:00.000Z,27773
2020-03-08T16:00:00.000Z,27574
2020-03-09T16:00:00.000Z,27822
2020-03-10T16:00:00.000Z,27756
2020-03-11T16:00:00.000Z,27880
2020-03-12T16:00:00.000Z,27655
2020-03-15T16:00:00.000Z,27673
2020-03-16T16:00:00.000Z,27404
2020-03-17T16:00:00.000Z,27474
2020-03-18T16:00:00.000Z,27712
2020-03-19T16:00:00.000Z,27996
2020-03-22T16:00:00.000Z,29088
2020-03-23T16:00:00.000Z,29720
2020-03-24T16:00:00.000Z,30098
2020-03-25T16:00:00.000Z,30662
2020-03-26T16:00:00.000Z,31322
2020-03-29T16:00:00.000Z,31651
2020-03-30T16:00:00.000Z,32253
2020-03-31T16:00:00.000Z,32849
2020-04-01T16:00:00.000Z,33348
2020-04-02T16:00:00.000Z,33900
2020-04-05T16:00:00.000Z,34479
2020-04-06T16:00:00.000Z,35364
2020-04-07T16:00:00.000Z,36151
2020-04-08T16:00:00.000Z,37012
2020-04-12T16:00:00.000Z,37793
2020-04-13T16:00:00.000Z,39667
2020-04-14T16:00:00.000Z,40443
2020-04-15T16:00:00.000Z,41326
2020-04-16T16:00:00.000Z,41326
2020-04-19T16:00:00.000Z,41792
2020-04-20T16:00:00.000Z,41742
2020-04-21T16:00:00.000Z,42129
2020-04-22T16:00:00.000Z,42362
2020-04-23T16:00:00.000Z,42013
2020-04-26T16:00:00.000Z,41880
2020-04-27T16:00:00.000Z,42050
2020-04-28T16:00:00.000Z,42141
2020-04-29T16:00:00.000Z,42268
2020-04-30T16:00:00.000Z,42714
2020-05-03T16:00:00.000Z,42943
2020-05-04T16:00:00.000Z,43228
2020-05-05T16:00:00.000Z,43565
2020-05-06T16:00:00.000Z,43955
2020-05-07T16:00:00.000Z,44477
2020-05-10T16:00:00.000Z,45113
2020-05-11T16:00:00.000Z,45042
2020-05-12T16:00:00.000Z,45753
2020-05-13T16:00:00.000Z,46867
2020-05-14T16:00:00.000Z,48159
2020-05-17T16:00:00.000Z,49549
2020-05-18T16:00:00.000Z,51056
2020-05-19T16:00:00.000Z,52255
2020-05-20T16:00:00.000Z,53828
2020-05-21T16:00:00.000Z,55409
2020-05-25T16:00:00.000Z,56254
2020-05-26T16:00:00.000Z,57971
2020-05-27T16:00:00.000Z,59260
2020-05-28T16:00:00.000Z,60505
2020-05-31T16:00:00.000Z,61606
2020-06-01T16:00:00.000Z,63053
2020-06-02T16:00:00.000Z,64060
2020-06-03T16:00:00.000Z,65208
2020-06-04T16:00:00.000Z,66461
2020-06-07T16:00:00.000Z,67629
2020-06-08T16:00:00.000Z,68539
2020-06-09T16:00:00.000Z,69866
2020-06-10T16:00:00.000Z,71127
2020-06-11T16:00:00.000Z,72368
2020-06-14T16:00:00.000Z,73603
2020-06-15T16:00:00.000Z,74656
2020-06-16T16:00:00.000Z,75716
2020-06-17T16:00:00.000Z,76142
2020-06-18T16:00:00.000Z,75863
2020-06-21T16:00:00.000Z,76446
2020-06-22T16:00:00.000Z,76964
2020-06-23T16:00:00.000Z,77488
2020-06-24T16:00:00.000Z,77946
2020-06-25T16:00:00.000Z,79148
2020-06-28T16:00:00.000Z,80101
2020-06-29T16:00:00.000Z,80373
2020-06-30T16:00:00.000Z,83280
2020-07-01T16:00:00.000Z,84320
2020-07-05T16:00:00.000Z,86086
2020-07-06T16:00:00.000Z,87106
2020-07-07T16:00:00.000Z,87963
2020-07-08T16:00:00.000Z,88634
2020-07-09T16:00:00.000Z,89146
2020-07-12T16:00:00.000Z,88944
2020-07-13T16:00:00.000Z,88960
2020-07-14T16:00:00.000Z,88659
2020-07-15T16:00:00.000Z,88458
2020-07-16T16:00:00.000Z,88410
2020-07-19T16:00:00.000Z,89210
2020-07-20T16:00:00.000Z,89765
